Education,Relation_status,Seniority(in Years),Has_child,Children,Cluster,Age_group,Income_group,Wines_segment,Fruits_segment,Meat_segment,Fish_segment,Sweets_segment,Gold_segment
Postgraduate,In couple,9.02,No child,No child,Stars,Senior,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer
Postgraduate,Alone,9.11,Has child,2 children,Leaky bucket,Mature,Low income,Frequent consumer,Low consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,Alone,9.02,No child,No child,Stars,Adult,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.56,No child,No child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.43,No child,No child,Need attention,Senior,High income,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.49,Has child,1 child,High potential,Adult,Low income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,10.25,Has child,1 child,High potential,Adult,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.27,No child,No child,Stars,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.75,No child,No child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.57,No child,No child,Need attention,Mature,Medium to high income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.34,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Undergraduate,Alone,10.05,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.47,Has child,1 child,Stars,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,8.72,Has child,2 children,Stars,Mature,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.87,Has child,2 children,High potential,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.72,Has child,1 child,High potential,Adult,Low income,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Low consumer
Postgraduate,In couple,9.90,Has child,1 child,High potential,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.13,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,Alone,9.05,No child,No child,Stars,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Undergraduate,In couple,9.58,Has child,1 child,Leaky bucket,Senior,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Biggest consumer,Low consumer
Postgraduate,Alone,9.20,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer
Undergraduate,In couple,9.33,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,Alone,10.58,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.27,Has child,1 child,High potential,Adult,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Biggest consumer
Postgraduate,In couple,9.58,No child,No child,Stars,Adult,High income,Biggest consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer,Non consumer
Postgraduate,In couple,9.76,Has child,1 child,Need attention,Mature,Medium to high income,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Undergraduate,In couple,9.00,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
Postgraduate,Alone,9.16,No child,No child,Stars,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.26,Has child,1 child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.11,Has child,2 children,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,8.94,Has child,2 children,Leaky bucket,Mature,Low income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Undergraduate,Alone,8.93,Has child,2 children,Leaky bucket,Mature,Low to medium income,Low consumer,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,Alone,8.91,Has child,1 child,Leaky bucket,Adult,Low income,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,Alone,9.08,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.88,No child,No child,High potential,Mature,Low income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.33,No child,No child,Stars,Senior,High income,Frequent consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,10.48,Has child,2 children,High potential,Senior,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.02,Has child,1 child,Need attention,Adult,Medium to high income,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.92,No child,No child,Need attention,Adult,High income,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Biggest consumer
Undergraduate,In couple,9.59,No child,No child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.79,Has child,1 child,Need attention,Mature,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.49,Has child,1 child,Leaky bucket,Adult,Low income,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,9.72,No child,No child,Need attention,Adult,High income,Frequent consumer,Biggest consumer,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,9.70,Has child,1 child,Stars,Mature,High income,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer,Non consumer,Frequent consumer
Undergraduate,In couple,9.14,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,Alone,9.33,Has child,1 child,Leaky bucket,Mature,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.75,Has child,1 child,Leaky bucket,Senior,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,Alone,10.25,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.50,Has child,2 children,Leaky bucket,Senior,Low income,Low consumer,Non consumer,Low consumer,Low consumer,Non consumer,Low consumer
Postgraduate,Alone,9.67,Has child,1 child,Leaky bucket,Adult,Low to medium income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.25,Has child,2 children,High potential,Mature,Low to medium income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,10.48,Has child,1 child,High potential,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Postgraduate,In couple,9.11,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Undergraduate,Alone,9.48,Has child,1 child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.60,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,9.43,Has child,1 child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Non consumer,Non consumer
Postgraduate,In couple,10.10,Has child,1 child,Need attention,Mature,Medium to high income,Biggest consumer,Frequent consumer,Frequent consumer,Non consumer,Non consumer,Frequent consumer
Postgraduate,In couple,8.93,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Frequent consumer,Frequent consumer,Non consumer,Frequent consumer
Postgraduate,In couple,9.54,Has child,2 children,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,In couple,9.47,Has child,2 children,Leaky bucket,Mature,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.66,Has child,2 children,Leaky bucket,Senior,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,In couple,10.32,Has child,2 children,High potential,Mature,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Postgraduate,In couple,9.97,Has child,1 child,High potential,Senior,Low to medium income,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Biggest consumer
Undergraduate,In couple,9.38,Has child,2 children,Leaky bucket,Mature,Low to medium income,Low consumer,Non consumer,Low consumer,Low consumer,Frequent consumer,Low consumer
Postgraduate,In couple,9.89,No child,No child,High potential,Senior,Low income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer
Postgraduate,In couple,8.93,Has child,1 child,Leaky bucket,Adult,Low to medium income,Frequent consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Undergraduate,In couple,8.88,Has child,2 children,Leaky bucket,Mature,Low income,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Low consumer,Low consumer
Postgraduate,Alone,10.45,No child,No child,Need attention,Senior,High income,Biggest consumer,Frequent consumer,Biggest consumer,Frequent consumer,Non consumer,Biggest consumer
Postgraduate,In couple,9.48,Has child,1 child,Stars,Mature,Medium to high income,Frequent consumer,Biggest consumer,Frequent consumer,Frequent consumer,Biggest consumer,Frequent consumer
Postgraduate,In couple,8.81,Has child,1 child,Leaky bucket,Senior,Medium to high income,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.55,No child,No child,Leaky bucket,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.40,Has child,1 child,High potential,Adult,Low to medium income,Low consumer,Non consumer,Frequent consumer,Low consumer,Low consumer,Frequent consumer
Postgraduate,In couple,10.23,No child,No child,Need attention,Mature,High income,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Frequent consumer
Postgraduate,Alone,9.32,No child,No child,Stars,Mature,High income,Frequent consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer,Biggest consumer
Postgraduate,In couple,9.10,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.48,No child,No child,Stars,Mature,Medium to high income,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Frequent consumer,Non consumer
Postgraduate,In couple,9.46,Has child,1 child,Leaky bucket,Mature,Low income,Low consumer,Low consumer,Low consumer,Low consumer,Frequent consumer,Frequent consumer
Postgraduate,Alone,10.36,Has child,1 child,High potential,Mature,Low income,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer,Low consumer,Frequent consumer
Postgraduate,In couple,9.38,Has child,2 children,Leaky bucket,Mature,Low to medium income,Low consumer,Non consumer,Low consumer,Non consumer,Non consumer,Low consumer
Undergraduate,In couple,9.76,Has child,1 child,High potential,Adult,Low income,Low consumer,Frequent consumer,Low consumer,Frequent consumer,Frequent consumer,Frequent consumer
